0.0 0.0 -1.0 1.7 -2.2 -1.6 0.0
 0.05 0.0 -1.0 1.7 -2.2 -1.6 0.0
 0.1 0.00534846332903 -0.963040450788 1.71837346267 -2.25537035304 -1.59962166467 0.00533170015711
 0.15 0.0148265588217 -0.931388425273 1.73066472478 -2.29502243436 -1.59880523345 0.0125175594208
 0.2 0.0282407971619 -0.904133263904 1.73656501143 -2.31980513407 -1.59753868823 0.0217660489777
 0.25 0.0449288567643 -0.880898115447 1.73711908062 -2.33140343227 -1.59584667619 0.0327856049163
 0.3 0.0643201643747 -0.861282769626 1.73333877915 -2.33147954441 -1.59376806645 0.0453288471175
 0.35 0.0859110021902 -0.844938466986 1.72613796154 -2.3215373959 -1.59135144217 0.0591741457803
 0.4 0.109261550932 -0.831557671074 1.71632008502 -2.30291985756 -1.58865062925 0.0741273750914
 0.45 0.133989041099 -0.820865613686 1.70457633054 -2.27681516532 -1.58572127601 0.0900191875584
 0.5 0.159760815006 -0.812613629803 1.69149079373 -2.24426895239 -1.58261839915 0.10670157596
 0.55 0.186288006009 -0.806574063414 1.67754943481 -2.20619865872 -1.57939467567 0.124044534051
 0.6 0.213320029662 -0.802536496495 1.66315062267 -2.16340829897 -1.57609930169 0.141933119856
 0.65 0.240639861372 -0.800305028473 1.64861595411 -2.11660247068 -1.57277727182 0.16026499431
 0.7 0.268060000479 -0.799696355133 1.63420061297 -2.06639907215 -1.56946896498 0.178948415314
 0.75 0.29541900901 -0.800538434633 1.62010290511 -2.01334055276 -1.56620995069 0.197900636492
 0.8 0.3225785243 -0.802669570553 1.60647282647 -1.95790371303 -1.56303095237 0.217046653024
 0.85 0.349420661209 -0.805937781032 1.59341964624 -1.9005081678 -1.55995792171 0.236318237942
 0.9 0.375845735612 -0.81020035628 1.58101855138 -1.84152362442 -1.55701219209 0.255653215359
 0.95 0.401770254412 -0.815323533651 1.56931642922 -1.7812761345 -1.55421068842 0.274994920708
 1.0 0.427125128423 -0.821182240381 1.55833687467 -1.72005346884 -1.5515661787 0.294291802192
 1.05 0.451854073447 -0.827659869941 1.54808450859 -1.65810974904 -1.54908755683 0.313497122397
 1.1 0.475912172091 -0.834648069653 1.5385486892 -1.59566945112 -1.54678014978 0.33256872451
 1.15 0.499264574693 -0.842046525695 1.52970669067 -1.53293087901 -1.54464604334 0.351468833807
 1.2 0.521885322294 -0.849762737523 1.52152641576 -1.47006918958 -1.54268442179 0.370163871542
 1.25 0.543756278244 -0.857711777867 1.51396870193 -1.40723903716 -1.54089191639 0.388624264967
 1.3 0.564866157769 -0.865816037142 1.50698927323 -1.34457689335 -1.53926295786 0.406824243265
 1.35 0.585209646854 -0.874004952857 1.5005403843 -1.28220308837 -1.5377901271 0.424741614655
 1.4 0.604786603308 -0.882214725658 1.49457219716 -1.22022361169 -1.53646449908 0.442357524264
 1.45 0.623601333861 -0.89038802418 1.48903392645 -1.15873170341 -1.53527597412 0.459656195742
 1.5 0.641661941838 -0.898473681179 1.48387478451 -1.09780926232 -1.53421359185 0.476624661763
 1.55 0.658979740377 -0.906426383417 1.47904475373 -1.0375280926 -1.53326582343 0.493252489701
 1.6 0.675568726457 -0.914206357713 1.47449521 -0.977951007505 -1.53242083848 0.509531509095
 1.65 0.69144511116 -0.921779055416 1.47017941832 -0.919132806134 -1.53166674433 0.525455547099
 1.7 0.706626901754 -0.929114837355 1.46605291865 -0.861121137083 -1.53099179587 0.541020177243
 1.75 0.721133531328 -0.936188661098 1.4620738178 -0.80395726135 -1.5303845756 0.556222485718
 1.8 0.734985531843 -0.942979772163 1.45820300126 -0.747676725485 -1.52983414403 0.57106085814
 1.85 0.748204246674 -0.94947140058 1.45440427665 -0.692309954956 -1.52933016151 0.58553478853
